sourceNode, Destination, latency
node6, node59, 0.12005729526281357
node6, node60, 0.16130879074335097
node6, node61, 0.24627324640750886
node6, node62, 0.06664858981966973
node6, node63, 0.014755800273269415
node6, node64, 0.08892399668693543
node6, node65, 0.20924453735351561
node6, node66, 0.19083103388547898
node6, node67, 0.3437430888414383
node6, node68, 0.04605358727276325
node6, node69, 0.3308678656816483
node6, node70, 0.07249502539634704
node6, node71, 0.10057488307356835
node6, node72, 0.28271801918745043
node6, node73, 0.011987370159476995
node6, node74, 0.1317346289753914
node6, node75, 0.023709533736109734
node6, node76, 0.18560338169336318
node6, node77, 0.23927929401397705
node6, node78, 0.1863465964794159
node6, node79, 0.14886215925216675
node6, node80, 0.19554875791072845
node6, node81, 0.2970372587442398
node6, node82, 0.17176077365875245
node6, node83, 0.14961046278476714
node6, node84, 0.033066715486347674
node6, node85, 0.13198238611221313
node6, node86, 0.15260034650564194
node6, node87, 0.09750959649682045
node6, node88, 0.10873733386397362
node6, node89, 0.09511965215206146
node6, node90, 0.09480772167444229
node6, node91, 0.044021716341376305
node6, node92, 0.13357963562011718
node6, node93, 0.09064057245850562
node6, node94, 0.29903633892536163
node6, node95, 0.40523664057254793
node6, node96, 0.11097991243004798
node6, node97, 0.01782301291823387
node6, node98, 0.09758990928530693
node6, node99, 0.1846901684999466
node7, node0, 0.20103874951601028
node7, node1, 0.36848183572292326
node7, node2, 0.08380552604794503
node7, node3, 0.01990589052438736
node7, node4, 0.19279806911945344
node7, node5, 0.24177550822496413
node7, node6, 0.23965883255004883
node7, node8, 0.06550786346197128
node7, node9, 0.11362513527274132
node7, node10, 0.2823895692825317
node7, node11, 0.087141702324152
node7, node12, 0.1735067129135132
node7, node13, 0.03745584934949875
node7, node14, 0.06228497177362442
node7, node15, 0.2614341139793396
node7, node16, 0.14733067899942398
node7, node17, 0.4760080844163895
node7, node18, 0.056053795665502545
node7, node19, 0.28741984665393827
node7, node20, 0.02625152710825205
node7, node21, 0.10298310369253158
node7, node22, 0.12729125171899797
node7, node23, 0.08936510309576988
node7, node24, 0.21736762821674346
node7, node25, 0.08413095921278
node7, node26, 0.11839255839586257
node7, node27, 0.05826727747917175
node7, node28, 0.1748487412929535
node7, node29, 0.24682508260011674
node7, node30, 0.14980966299772264
node7, node31, 0.22733160555362703
node7, node32, 0.2670881301164627
node7, node33, 0.1613365441560745
node7, node34, 0.13421224653720856
node7, node35, 0.04022032953798771
node7, node36, 0.30615352988243105
node7, node37, 0.12960911989212037
node7, node38, 0.047467125579714775
node7, node39, 0.11278834268450737
node7, node40, 0.3201640099287033
node7, node41, 0.17476458996534347
node7, node42, 0.20528732389211654
node7, node43, 0.17612893134355545
node7, node44, 0.2842927873134613
node7, node45, 0.3337415367364883
node7, node46, 0.03858127109706402
node7, node47, 0.12062505781650543
node7, node48, 0.39956504106521606
node7, node49, 0.07300569862127304
node7, node50, 0.16434912830591203
node7, node51, 0.1502833530306816
node7, node52, 0.46182957887649534
node7, node53, 0.5696777641773224
node7, node54, 0.26898153424263
node7, node55, 0.18973709046840667
node7, node56, 0.3330677002668381
node7, node57, 0.08737714812159539
node7, node58, 0.15917124301195146
node7, node59, 0.14772353768348695
node7, node60, 0.08457659780979157
node7, node61, 0.09205637872219086
node7, node62, 0.1681506559252739
node7, node63, 0.10027170777320862
node7, node64, 0.13025525063276291
node7, node65, 0.034314950555562974
node7, node66, 0.19402089044451715
node7, node67, 0.09272161349654198
node7, node68, 0.1213850922882557
node7, node69, 0.2486312672495842
node7, node70, 0.4224156379699707
node7, node71, 0.18983148783445358
node7, node72, 0.014487000089138747
node7, node73, 0.027136287465691567
node7, node74, 0.2804058700799942
node7, node75, 0.20951115041971208
node7, node76, 0.286951419711113
node7, node77, 0.11868672668933869
node7, node78, 0.02823255453258753
node7, node79, 0.23880418837070466
node7, node80, 0.015988871082663537
node7, node81, 0.08547422513365746
node7, node82, 0.08549167364835739
node7, node83, 0.5253671944141388
node7, node84, 0.2608739048242569
node7, node85, 0.20134490728378296
node7, node86, 0.0768766924738884
node7, node87, 0.1345623940229416
node7, node88, 0.13528205901384355
node7, node89, 0.40610032379627226
node7, node90, 0.052675739675760266
node7, node91, 0.31315332353115083
node7, node92, 0.22983121275901794
node7, node93, 0.0945917434990406
node7, node94, 0.11646525263786316
node7, node95, 0.45754873752593994
node7, node96, 0.1425136387348175
node7, node97, 0.03663772232830524
node7, node98, 0.23625921159982682
node7, node99, 0.14132318496704102
node8, node0, 0.36797713339328764
node8, node1, 0.2739319741725922
node8, node2, 0.4172682374715805
node8, node3, 0.2319287359714508
node8, node4, 0.1299690291285515
node8, node5, 0.19849535077810287
node8, node6, 0.056078891083598134
node8, node7, 0.16122016161680222
node8, node9, 0.1405047968029976
node8, node10, 0.13332282155752181
node8, node11, 0.049603062123060225
node8, node12, 0.1094062902033329
node8, node13, 0.17415127009153367
node8, node14, 0.350948303937912
node8, node15, 0.06740924045443535
node8, node16, 0.08497032374143601
node8, node17, 0.3787356436252594
node8, node18, 0.11666323840618134
node8, node19, 0.21365311443805696
node8, node20, 0.39016344845294954
node8, node21, 0.0334855766966939
node8, node22, 0.32251995503902436
node8, node23, 0.09967569559812546
node8, node24, 0.43744498789310454
node8, node25, 0.08471432849764823
node8, node26, 0.04074592050164938
node8, node27, 0.12081554532051086
node8, node28, 0.21462956070899963
node8, node29, -0.8750443443655967
node8, node30, 0.04024507813155651
node8, node31, 0.33100599646568296
node8, node32, 0.1696893021464348
node8, node33, 0.09013114497065544
node8, node34, 0.2979879230260849
node8, node35, 0.2571985960006714
node8, node36, 0.3986483782529831
node8, node37, 0.13186926990747452
node8, node38, 0.031050225161015986
node8, node39, 0.3718708574771881
node8, node40, 0.06508978381752968
node8, node41, 0.413141331076622
node8, node42, 0.3207636922597885
node8, node43, 0.08422879204154014
node8, node44, 0.2029555544257164
node8, node45, 0.11463980227708817
node8, node46, 0.17275855392217637
node8, node47, 0.164426851272583
node8, node48, 0.26179940551519393
node8, node49, 0.028506375662982465
node8, node50, 0.16729144304990767
node8, node51, 0.1004061110317707
node8, node52, 0.14555225968360902
node8, node53, 0.07649931646883487
node8, node54, 0.2662816226482391
node8, node55, 0.34400402307510375
node8, node56, 0.4475666284561157
node8, node57, 0.1357030913233757
node8, node58, 0.1603643923997879
node8, node59, 0.16065458357334136
node8, node60, 0.27988221049308776
node8, node61, 0.1578124739229679
node8, node62, 0.04562471657991409
node8, node63, 0.2752339780330658
node8, node64, 1.3411344715527125
node8, node65, 0.16238417029380797
node8, node66, 0.20384301692247392
node8, node67, 0.1621837332844734
node8, node68, 0.15615620762109755
node8, node69, 0.09099956154823304
node8, node70, 0.0997653380036354
node8, node71, 0.09487088024616241
node8, node72, 0.23081990629434584
node8, node73, 0.20976286381483078
node8, node74, 0.3579773336648941
node8, node75, 0.06979105025529861
node8, node76, 0.0845376119017601
node8, node77, 0.058902759850025174
node8, node78, 0.3142293393611908
node8, node79, 0.07805416136980056
node8, node80, 0.13608859181404115
node8, node81, 0.1186871089041233
